"KIS_ID","Chromosome","Start_position","End_position","UMAG_ID","Description","Gene_type","Prot_ID"
"KIS66747","USMA_521_v2_17",327277,327590,"UMAG_10692","hypothetical protein","Hypothetical","12501"
"KIS66748","USMA_521_v2_17",327712,330666,"UMAG_04811","hypothetical protein","Hypothetical","12502"
"KIS66749","USMA_521_v2_17",334817,339867,"UMAG_04812","hypothetical protein","Hypothetical","12503"
"KIS66750","USMA_521_v2_17",341549,343429,"UMAG_04813","hypothetical protein","Hypothetical","12504"
"KIS66751","USMA_521_v2_17",343860,345572,"UMAG_10693","hypothetical protein","Hypothetical","12505"
"KIS66752","USMA_521_v2_17",346554,347993,"UMAG_04815","hypothetical protein","Hypothetical","12506"
"KIS66753","USMA_521_v2_17",348951,350294,"UMAG_04816","hypothetical protein","Hypothetical","12507"
"KIS66754","USMA_521_v2_17",351342,355607,"UMAG_04817","hypothetical protein","Hypothetical","12508"
"KIS66755","USMA_521_v2_17",355987,357156,"UMAG_04818","hypothetical protein","Hypothetical","12509"
"KIS66756","USMA_521_v2_17",357877,359613,"UMAG_04819","hypothetical protein","Hypothetical","12510"
"KIS66757","USMA_521_v2_17",361111,364140,"UMAG_04820","hypothetical protein","Hypothetical","12511"
"KIS66758","USMA_521_v2_17",364376,367279,"UMAG_10694","hypothetical protein","Hypothetical","12512"
"KIS66759","USMA_521_v2_17",369125,371380,"UMAG_10695","putative NADH dehydrogenase (ubiquinone) 78K chain precursor","Putative","12513"
"KIS66760","USMA_521_v2_17",372451,373520,"UMAG_10696","hypothetical protein","Hypothetical","12514"
"KIS66761","USMA_521_v2_17",375743,377626,"UMAG_10697","hypothetical protein","Hypothetical","12515"
"KIS66762","USMA_521_v2_17",377811,378443,"UMAG_10698","hypothetical protein","Hypothetical","12516"
"KIS66763","USMA_521_v2_17",379249,380889,"UMAG_10699","putative karyopherin alpha","Putative","12517"
"KIS66764","USMA_521_v2_17",382640,384970,"UMAG_04826","hypothetical protein","Hypothetical","12518"
"KIS66765","USMA_521_v2_17",385288,386781,"UMAG_04827","putative protein serine/threonine phosphatase","Putative","12519"
"KIS66766","USMA_521_v2_17",389540,389971,"UMAG_10700","ribosomal 60S subunit protein L30","Annotated","12520"
"KIS66767","USMA_521_v2_17",391732,392499,"UMAG_10701","ribosomal 60S subunit protein L37","Annotated","12521"
"KIS66768","USMA_521_v2_17",393152,395005,"UMAG_04830","hypothetical protein","Hypothetical","12522"
"KIS66769","USMA_521_v2_17",395583,396578,"UMAG_04831","putative single-stranded DNA binding protein","Putative","12523"
"KIS66770","USMA_521_v2_17",397611,400460,"UMAG_04832","hypothetical protein","Hypothetical","12524"
"KIS66771","USMA_521_v2_17",400644,401918,"UMAG_04833","putative isovaleryl-CoA dehydrogenase","Putative","12525"
"KIS66772","USMA_521_v2_17",403416,404090,"UMAG_04834","hypothetical protein","Hypothetical","12526"
"KIS66773","USMA_521_v2_17",404346,407351,"UMAG_04835","hypothetical protein","Hypothetical","12527"
"KIS66774","USMA_521_v2_17",408571,409233,"UMAG_04836","hypothetical protein","Hypothetical","12528"
"KIS66775","USMA_521_v2_17",409884,411252,"UMAG_12282","hypothetical protein","Hypothetical","12529"
"KIS66776","USMA_521_v2_17",411875,412663,"UMAG_04838","putative isopentenyl-diphosphate delta-isomerase","Putative","12530"
"KIS66777","USMA_521_v2_17",413345,414461,"UMAG_10702","ribosomal 60S subunit protein L9","Annotated","12531"
"KIS66778","USMA_521_v2_17",416193,417548,"UMAG_04840","hypothetical protein","Hypothetical","12532"
"KIS66779","USMA_521_v2_17",417834,419399,"UMAG_04841","hypothetical protein","Hypothetical","12533"
"KIS66780","USMA_521_v2_17",421639,423018,"UMAG_10703","hypothetical protein","Hypothetical","12534"
"KIS66781","USMA_521_v2_17",423174,425846,"UMAG_10704","hypothetical protein","Hypothetical","12535"
"KIS66782","USMA_521_v2_17",427061,428011,"UMAG_04844","hypothetical protein","Hypothetical","12536"
"KIS66783","USMA_521_v2_17",428451,430841,"UMAG_04845","hypothetical protein","Hypothetical","12537"
"KIS66784","USMA_521_v2_17",431948,435328,"UMAG_04846","hypothetical protein","Hypothetical","12538"
"KIS66785","USMA_521_v2_17",436801,437682,"UMAG_04847","hypothetical protein","Hypothetical","12539"
"KIS66786","USMA_521_v2_17",437915,440194,"UMAG_04848","putative threonine--tRNA ligase THS1","Putative","12540"
"KIS66787","USMA_521_v2_17",440997,441839,"UMAG_04849","hypothetical protein","Hypothetical","12541"
"KIS66788","USMA_521_v2_17",441984,443447,"UMAG_04850","hypothetical protein","Hypothetical","12542"
"KIS66789","USMA_521_v2_17",443760,445556,"UMAG_10849","hypothetical protein","Hypothetical","12543"
"KIS66790","USMA_521_v2_17",445618,446298,"UMAG_04851","hypothetical protein","Hypothetical","12544"
"KIS66791","USMA_521_v2_17",446795,451156,"UMAG_04852","hypothetical protein","Hypothetical","12545"
"KIS66792","USMA_521_v2_17",453232,454272,"UMAG_10850","hypothetical protein","Hypothetical","12546"
"KIS66793","USMA_521_v2_17",454922,456082,"UMAG_10851","hypothetical protein","Hypothetical","12547"
"KIS66794","USMA_521_v2_17",456282,460021,"UMAG_10852","hypothetical protein","Hypothetical","12548"
"KIS66795","USMA_521_v2_17",461322,461791,"UMAG_10853","hypothetical protein","Hypothetical","12549"
"KIS66796","USMA_521_v2_17",462752,464099,"UMAG_04855","ribosomal 60S subunit protein L26","Annotated","12550"
"KIS66797","USMA_521_v2_17",464828,465751,"UMAG_04856","hypothetical protein","Hypothetical","12551"
"KIS66798","USMA_521_v2_17",466693,469542,"UMAG_10854","hypothetical protein","Hypothetical","12552"
"KIS66799","USMA_521_v2_17",470494,471081,"UMAG_12283","hypothetical protein","Hypothetical","12553"
"KIS66800","USMA_521_v2_17",472011,473888,"UMAG_04859","hypothetical protein","Hypothetical","12554"
"KIS66801","USMA_521_v2_17",474345,475820,"UMAG_04860","hypothetical protein","Hypothetical","12555"
"KIS66802","USMA_521_v2_17",475944,476750,"UMAG_12284","putative nuclear cap binding protein subunit 2","Putative","12556"
"KIS66803","USMA_521_v2_17",477136,478392,"UMAG_12285","hypothetical protein","Hypothetical","12557"
"KIS66804","USMA_521_v2_17",478492,480918,"UMAG_04863","hypothetical protein","Hypothetical","12558"
"KIS66805","USMA_521_v2_17",482049,484079,"UMAG_10855","hypothetical protein","Hypothetical","12559"
"KIS66806","USMA_521_v2_17",485169,485998,"UMAG_04865","hypothetical protein","Hypothetical","12560"
"KIS66807","USMA_521_v2_17",486601,488340,"UMAG_10856","hypothetical protein","Hypothetical","12561"
"KIS66808","USMA_521_v2_17",490527,494279,"UMAG_12286","hypothetical protein","Hypothetical","12562"
"KIS66809","USMA_521_v2_17",494803,497265,"UMAG_04869","hypothetical protein","Hypothetical","12563"
"KIS66810","USMA_521_v2_17",497417,499096,"UMAG_04870","hypothetical protein","Hypothetical","12564"
"KIS66811","USMA_521_v2_17",499728,500978,"UMAG_04871","putative phosphoglycerate kinase","Putative","12565"
"KIS66812","USMA_521_v2_17",502075,503874,"UMAG_04872","putative argininosuccinate synthase","Putative","12566"
"KIS66813","USMA_521_v2_17",504539,505910,"UMAG_04873","putative homoisocitrate dehydrogenase","Putative","12567"
"KIS66814","USMA_521_v2_17",507676,509343,"UMAG_04875","hypothetical protein","Hypothetical","12568"
"KIS66815","USMA_521_v2_17",510409,510720,"UMAG_04876","hypothetical protein","Hypothetical","12569"
"KIS66816","USMA_521_v2_17",512946,513404,"UMAG_04877","hypothetical protein","Hypothetical","12570"
"KIS66817","USMA_521_v2_17",519196,535491,"UMAG_04878","hypothetical protein","Hypothetical","12571"
"KIS66818","USMA_521_v2_17",536191,536770,"UMAG_10858","putative DNA-directed RNA polymerase I subunit protein","Putative","12572"
"KIS66819","USMA_521_v2_17",536945,539224,"UMAG_04880","putative autophagic system component protein","Putative","12573"
"KIS66820","USMA_521_v2_17",539855,541237,"UMAG_04881","hypothetical protein","Hypothetical","12574"
"KIS66821","USMA_521_v2_17",542548,543407,"UMAG_10859","hypothetical protein","Hypothetical","12575"
"KIS66822","USMA_521_v2_17",544514,545633,"UMAG_12005","putative proteasome core particle subunit beta 5","Putative","12576"
"KIS66823","USMA_521_v2_17",546989,548153,"UMAG_12006","hypothetical protein","Hypothetical","12577"
"KIS66824","USMA_521_v2_17",548276,549682,"UMAG_12007","hypothetical protein","Hypothetical","12578"
"KIS66825","USMA_521_v2_17",551254,553683,"UMAG_04885","hypothetical protein","Hypothetical","12579"
"KIS66826","USMA_521_v2_17",560022,561662,"UMAG_04886","hypothetical protein","Hypothetical","12580"
"KIS66827","USMA_521_v2_17",562488,565636,"UMAG_04887","hypothetical protein","Hypothetical","12581"
"KIS66828","USMA_521_v2_17",566266,566727,"UMAG_04888","hypothetical protein","Hypothetical","12582"
"KIS66829","USMA_521_v2_17",571692,572687,"UMAG_12287","hypothetical protein","Hypothetical","12583"
"KIS66830","USMA_521_v2_17",573359,576620,"UMAG_12288","hypothetical protein","Hypothetical","12584"
"KIS70899","USMA_521_v2_2",162,581,"UMAG_00827","hypothetical protein","Hypothetical","7663"
"KIS70900","USMA_521_v2_2",2563,3003,"UMAG_00829","hypothetical protein","Hypothetical","7664"
"KIS70901","USMA_521_v2_2",4033,4947,"UMAG_00830","hypothetical protein","Hypothetical","7665"
"KIS70902","USMA_521_v2_2",5639,6013,"UMAG_11242","hypothetical protein","Hypothetical","7666"
"KIS70903","USMA_521_v2_2",7352,8356,"UMAG_00831","hypothetical protein","Hypothetical","7667"
"KIS70904","USMA_521_v2_2",9016,10998,"UMAG_00832","hypothetical protein","Hypothetical","7668"
"KIS70905","USMA_521_v2_2",11158,12432,"UMAG_00833","putative proteasome regulatory particle base subunit RPT6","Putative","7669"
"KIS70906","USMA_521_v2_2",13621,14631,"UMAG_11243","hypothetical protein","Hypothetical","7670"
"KIS70907","USMA_521_v2_2",14829,17270,"UMAG_00835","hypothetical protein","Hypothetical","7671"
"KIS70908","USMA_521_v2_2",17705,20359,"UMAG_00836","hypothetical protein","Hypothetical","7672"
"KIS70909","USMA_521_v2_2",22696,24741,"UMAG_00837","hypothetical protein","Hypothetical","7673"
"KIS70910","USMA_521_v2_2",26713,29278,"UMAG_11244","hypothetical protein","Hypothetical","7674"
"KIS70911","USMA_521_v2_2",31569,34518,"UMAG_11245","hypothetical protein","Hypothetical","7675"
"KIS70912","USMA_521_v2_2",36660,38498,"UMAG_00840","hypothetical protein","Hypothetical","7676"
"KIS70913","USMA_521_v2_2",38663,41326,"UMAG_00841","hypothetical protein","Hypothetical","7677"
"KIS70914","USMA_521_v2_2",42416,44143,"UMAG_00842","putative aflatoxin efflux pump AFLT","Putative","7678"
"KIS70915","USMA_521_v2_2",44271,44603,"UMAG_12113","hypothetical protein","Hypothetical","7679"
"KIS70916","USMA_521_v2_2",45637,47631,"UMAG_11246","hypothetical protein","Hypothetical","7680"
"KIS70917","USMA_521_v2_2",47676,48725,"UMAG_11247","hypothetical protein","Hypothetical","7681"
"KIS70918","USMA_521_v2_2",49500,50387,"UMAG_00844","succinate dehydrogenase iron-sulfur protein subunit SDH2","Annotated","7682"
"KIS70919","USMA_521_v2_2",51165,52890,"UMAG_11248","hypothetical protein","Hypothetical","7683"
"KIS70920","USMA_521_v2_2",54983,56668,"UMAG_11249","hypothetical protein","Hypothetical","7684"
"KIS70921","USMA_521_v2_2",57094,59555,"UMAG_00847","hypothetical protein","Hypothetical","7685"
"KIS70922","USMA_521_v2_2",64620,65636,"UMAG_11251","hypothetical protein","Hypothetical","7686"
"KIS70923","USMA_521_v2_2",66846,68564,"UMAG_00848","hypothetical protein","Hypothetical","7687"
"KIS70924","USMA_521_v2_2",70155,71870,"UMAG_11253","hypothetical protein","Hypothetical","7688"
"KIS70925","USMA_521_v2_2",72159,72559,"UMAG_11254","hypothetical protein","Hypothetical","7689"
"KIS70926","USMA_521_v2_2",73425,74942,"UMAG_00851","hypothetical protein","Hypothetical","7690"
"KIS70927","USMA_521_v2_2",75055,75510,"UMAG_11255","hypothetical protein","Hypothetical","7691"
"KIS70928","USMA_521_v2_2",79542,80898,"UMAG_11256","hypothetical protein","Hypothetical","7692"
"KIS70929","USMA_521_v2_2",81877,82519,"UMAG_11257","putative ferredoxin","Putative","7693"
"KIS70930","USMA_521_v2_2",82819,85023,"UMAG_00855","putative proline-tRNA ligase","Putative","7694"
"KIS70931","USMA_521_v2_2",85733,87092,"UMAG_11258","hypothetical protein","Hypothetical","7695"
"KIS70932","USMA_521_v2_2",88615,91374,"UMAG_00857","putative glucan synthase subunit protein","Putative","7696"
"KIS70933","USMA_521_v2_2",92166,92862,"UMAG_00858","hypothetical protein","Hypothetical","7697"
"KIS70934","USMA_521_v2_2",93611,94750,"UMAG_00859","hypothetical protein","Hypothetical","7698"
"KIS70935","USMA_521_v2_2",95672,97324,"UMAG_12114","hypothetical protein","Hypothetical","7699"
"KIS70936","USMA_521_v2_2",97458,101609,"UMAG_00861","hypothetical protein","Hypothetical","7700"
"KIS70937","USMA_521_v2_2",103705,104640,"UMAG_00862","ribosomal 60S subunit protein L14","Annotated","7701"
"KIS70938","USMA_521_v2_2",106536,107545,"UMAG_11259","ribosomal 60S subunit protein L42","Annotated","7702"
"KIS70939","USMA_521_v2_2",108108,109478,"UMAG_00864","putative zuotin","Putative","7703"
"KIS70940","USMA_521_v2_2",110063,111421,"UMAG_11260","putative serine--tRNA ligase","Putative","7704"
"KIS70941","USMA_521_v2_2",111680,112765,"UMAG_00866","hypothetical protein","Hypothetical","7705"
"KIS70942","USMA_521_v2_2",113691,114741,"UMAG_00867","ribosomal 40S subunit protein S22","Annotated","7706"
"KIS70943","USMA_521_v2_2",116250,117472,"UMAG_11261","ribosomal 40S subunit protein S17","Annotated","7707"
"KIS70944","USMA_521_v2_2",118271,120211,"UMAG_00869","hypothetical protein","Hypothetical","7708"
"KIS70945","USMA_521_v2_2",120498,121126,"UMAG_11262","hypothetical protein","Hypothetical","7709"
"KIS70946","USMA_521_v2_2",121529,124618,"UMAG_00871","hypothetical protein","Hypothetical","7710"
"KIS70947","USMA_521_v2_2",124859,127490,"UMAG_11263","hypothetical protein","Hypothetical","7711"
"KIS70948","USMA_521_v2_2",129645,131564,"UMAG_00872","putative L-aspartate 4-P-transferase","Putative","7712"
"KIS70949","USMA_521_v2_2",132812,134833,"UMAG_10565","hypothetical protein","Hypothetical","7713"
"KIS70950","USMA_521_v2_2",134968,136425,"UMAG_10566","hypothetical protein","Hypothetical","7714"
"KIS70951","USMA_521_v2_2",137530,137862,"UMAG_00874","hypothetical protein","Hypothetical","7715"
"KIS70952","USMA_521_v2_2",138917,139856,"UMAG_00875","hypothetical protein","Hypothetical","7716"
"KIS70953","USMA_521_v2_2",140501,142360,"UMAG_00876","hypothetical protein","Hypothetical","7717"
"KIS70954","USMA_521_v2_2",143563,143652,"UMAG_10568","hypothetical protein","Hypothetical","7718"
"KIS70955","USMA_521_v2_2",144127,145458,"UMAG_10569","hypothetical protein","Hypothetical","7719"
"KIS70956","USMA_521_v2_2",146352,148832,"UMAG_00878","hypothetical protein","Hypothetical","7720"
"KIS70957","USMA_521_v2_2",149832,150878,"UMAG_00879","hypothetical protein","Hypothetical","7721"
"KIS70958","USMA_521_v2_2",151139,152722,"UMAG_00880","hypothetical protein","Hypothetical","7722"
"KIS70959","USMA_521_v2_2",154179,156588,"UMAG_10570","hypothetical protein","Hypothetical","7723"
"KIS70960","USMA_521_v2_2",160639,162456,"UMAG_11839","hypothetical protein","Hypothetical","7724"
"KIS70961","USMA_521_v2_2",163617,164771,"UMAG_11840","hypothetical protein","Hypothetical","7725"
"KIS70962","USMA_521_v2_2",164882,166204,"UMAG_11841","hypothetical protein","Hypothetical","7726"
"KIS70963","USMA_521_v2_2",166846,167517,"UMAG_11842","hypothetical protein","Hypothetical","7727"
"KIS70964","USMA_521_v2_2",167639,169786,"UMAG_00882","hypothetical protein","Hypothetical","7728"
"KIS70965","USMA_521_v2_2",170427,175328,"UMAG_00883","hypothetical protein","Hypothetical","7729"
"KIS70966","USMA_521_v2_2",177476,181696,"UMAG_00884","hypothetical protein","Hypothetical","7730"
"KIS70967","USMA_521_v2_2",184375,184758,"UMAG_11843","hypothetical protein","Hypothetical","7731"
"KIS70968","USMA_521_v2_2",187072,187920,"UMAG_00885","hypothetical protein","Hypothetical","7732"
"KIS70969","USMA_521_v2_2",188396,190531,"UMAG_00886","hypothetical protein","Hypothetical","7733"
"KIS70970","USMA_521_v2_2",191541,194360,"UMAG_00887","hypothetical protein","Hypothetical","7734"
"KIS70971","USMA_521_v2_2",198031,206004,"UMAG_15053","hypothetical protein","Hypothetical","7735"
"KIS70972","USMA_521_v2_2",206645,208363,"UMAG_00890","hypothetical protein","Hypothetical","7736"
"KIS70973","USMA_521_v2_2",210813,213062,"UMAG_00891","hypothetical protein","Hypothetical","7737"
"KIS70974","USMA_521_v2_2",214649,215010,"UMAG_10611","putative U6 snRNA-associated Sm-like protein LSm6","Putative","7738"
"KIS70975","USMA_521_v2_2",215901,218345,"UMAG_00893","hypothetical protein","Hypothetical","7739"
"KIS70976","USMA_521_v2_2",224655,226208,"UMAG_00894","hypothetical protein","Hypothetical","7740"
"KIS70977","USMA_521_v2_2",227369,230677,"UMAG_00895","hypothetical protein","Hypothetical","7741"
"KIS70978","USMA_521_v2_2",231162,235541,"UMAG_00896","Kinesin-7a motor protein","Annotated","7742"
"KIS70979","USMA_521_v2_2",237022,239643,"UMAG_00897","hypothetical protein","Hypothetical","7743"
"KIS70980","USMA_521_v2_2",239887,242469,"UMAG_00898","putative AAA family ATPase","Putative","7744"
"KIS70981","USMA_521_v2_2",245992,250730,"UMAG_12116","hypothetical protein","Hypothetical","7745"
"KIS70982","USMA_521_v2_2",251003,252205,"UMAG_10613","hypothetical protein","Hypothetical","7746"
"KIS70983","USMA_521_v2_2",253577,254611,"UMAG_10614","hypothetical protein","Hypothetical","7747"
"KIS70984","USMA_521_v2_2",254767,258069,"UMAG_00902","hypothetical protein","Hypothetical","7748"
"KIS70985","USMA_521_v2_2",259031,261473,"UMAG_00903","hypothetical protein","Hypothetical","7749"
"KIS70986","USMA_521_v2_2",262223,264982,"UMAG_00904","hypothetical protein","Hypothetical","7750"
"KIS70987","USMA_521_v2_2",265786,266694,"UMAG_10615","putative rab5-like GTPase involved in vacuolar protein sorting","Putative","7751"
"KIS70988","USMA_521_v2_2",267874,268464,"UMAG_00906","hypothetical protein","Hypothetical","7752"
"KIS70989","USMA_521_v2_2",268956,270627,"UMAG_00907","hypothetical protein","Hypothetical","7753"
"KIS70990","USMA_521_v2_2",271417,272121,"UMAG_00908","hypothetical protein","Hypothetical","7754"
"KIS70991","USMA_521_v2_2",272346,276137,"UMAG_00909","hypothetical protein","Hypothetical","7755"
"KIS70992","USMA_521_v2_2",277342,278019,"UMAG_10616","putative spindle pole body component, centrin","Putative","7756"
"KIS70993","USMA_521_v2_2",278400,282872,"UMAG_00911","hypothetical protein","Hypothetical","7757"
"KIS70994","USMA_521_v2_2",283896,285182,"UMAG_00912","hypothetical protein","Hypothetical","7758"
"KIS70995","USMA_521_v2_2",285350,285985,"UMAG_10617","hypothetical protein","Hypothetical","7759"
"KIS70996","USMA_521_v2_2",286644,288521,"UMAG_00913","glyoxaloxidase 2","Annotated","7760"
"KIS70997","USMA_521_v2_2",292070,292864,"UMAG_10618","hypothetical protein","Hypothetical","7761"
"KIS70998","USMA_521_v2_2",294847,297555,"UMAG_00915","hypothetical protein","Hypothetical","7762"
"KIS70999","USMA_521_v2_2",298089,300953,"UMAG_00916","hypothetical protein","Hypothetical","7763"
"KIS71000","USMA_521_v2_2",301597,302269,"UMAG_12117","hypothetical protein","Hypothetical","7764"
"KIS71001","USMA_521_v2_2",304194,305147,"UMAG_00919","putative ADP/ATP carrier protein","Putative","7765"
"KIS71002","USMA_521_v2_2",305609,306767,"UMAG_00920","putative DNA replication factor C subunit protein","Putative","7766"
"KIS71003","USMA_521_v2_2",307318,309930,"UMAG_00921","hypothetical protein","Hypothetical","7767"
"KIS71004","USMA_521_v2_2",310411,311679,"UMAG_00922","hypothetical protein","Hypothetical","7768"
"KIS71005","USMA_521_v2_2",312039,313307,"UMAG_00923","hypothetical protein","Hypothetical","7769"
"KIS71006","USMA_521_v2_2",314393,316009,"UMAG_00924","putative translation elongation factor EF-1 alpha","Putative","7770"
"KIS71007","USMA_521_v2_2",317664,319529,"UMAG_10620","hypothetical protein","Hypothetical","7771"
"KIS71008","USMA_521_v2_2",320293,320685,"UMAG_10621","ribosomal 60S subunit protein L32","Annotated","7772"
"KIS71009","USMA_521_v2_2",322936,323550,"UMAG_00926","ribosomal 60S subunit protein L16","Annotated","7773"
"KIS71010","USMA_521_v2_2",324089,327250,"UMAG_00927","hypothetical protein","Hypothetical","7774"
"KIS71011","USMA_521_v2_2",327666,328718,"UMAG_00928","hypothetical protein","Hypothetical","7775"
"KIS71012","USMA_521_v2_2",329950,330978,"UMAG_00929","hypothetical protein","Hypothetical","7776"
"KIS71013","USMA_521_v2_2",331061,334063,"UMAG_00930","hypothetical protein","Hypothetical","7777"
"KIS71014","USMA_521_v2_2",334358,335785,"UMAG_00931","hypothetical protein","Hypothetical","7778"
"KIS71015","USMA_521_v2_2",336842,338326,"UMAG_10622","hypothetical protein","Hypothetical","7779"
"KIS71016","USMA_521_v2_2",338377,342249,"UMAG_00933","hypothetical protein","Hypothetical","7780"
"KIS71017","USMA_521_v2_2",342964,345360,"UMAG_00934","putative 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase","Putative","7781"
"KIS71018","USMA_521_v2_2",346932,349289,"UMAG_00935","putative mac1p interacting protein","Putative","7782"
"KIS71019","USMA_521_v2_2",350850,352733,"UMAG_00936","calcineurin catalytic subunit","Annotated","7783"
"KIS71020","USMA_521_v2_2",353034,353588,"UMAG_00937","hypothetical protein","Hypothetical","7784"
"KIS71021","USMA_521_v2_2",354743,356690,"UMAG_12118","hypothetical protein","Hypothetical","7785"
"KIS71022","USMA_521_v2_2",357243,363725,"UMAG_10623","hypothetical protein","Hypothetical","7786"
"KIS71023","USMA_521_v2_2",365159,366345,"UMAG_00940","hypothetical protein","Hypothetical","7787"
"KIS71024","USMA_521_v2_2",366963,369233,"UMAG_10624","hypothetical protein","Hypothetical","7788"
"KIS71025","USMA_521_v2_2",370836,372334,"UMAG_10625","ribosomal 60S subunit protein L24","Annotated","7789"
"KIS71026","USMA_521_v2_2",375734,376933,"UMAG_10626","hypothetical protein","Hypothetical","7790"
"KIS71027","USMA_521_v2_2",378370,381382,"UMAG_00945","putative n-acetyl-gamma-glutamyl-phosphate reductase","Putative","7791"
"KIS71028","USMA_521_v2_2",382637,384166,"UMAG_00946","hypothetical protein","Hypothetical","7792"
"KIS71029","USMA_521_v2_2",384499,384936,"UMAG_12119","hypothetical protein","Hypothetical","7793"
"KIS71030","USMA_521_v2_2",386827,387971,"UMAG_12120","hypothetical protein","Hypothetical","7794"
"KIS71031","USMA_521_v2_2",389356,392301,"UMAG_00947","hypothetical protein","Hypothetical","7795"
"KIS71032","USMA_521_v2_2",392891,394738,"UMAG_00948","hypothetical protein","Hypothetical","7796"
"KIS71033","USMA_521_v2_2",395079,397385,"UMAG_00949","putative RAS GTPase-activating protein sar1","Putative","7797"
"KIS71034","USMA_521_v2_2",399096,402191,"UMAG_00950","hypothetical protein","Hypothetical","7798"
"KIS71035","USMA_521_v2_2",403008,403861,"UMAG_12121","hypothetical protein","Hypothetical","7799"
"KIS71036","USMA_521_v2_2",405888,406964,"UMAG_00952","hypothetical protein","Hypothetical","7800"
"KIS71037","USMA_521_v2_2",407972,409375,"UMAG_10586","putative serine hydroxymethyltransferase","Putative","7801"
"KIS71038","USMA_521_v2_2",410936,412570,"UMAG_00955","putative stearoyl-CoA desaturase","Putative","7802"
"KIS71039","USMA_521_v2_2",413476,414693,"UMAG_00956","hypothetical protein","Hypothetical","7803"
"KIS71040","USMA_521_v2_2",415503,419147,"UMAG_00957","hypothetical protein","Hypothetical","7804"
"KIS71041","USMA_521_v2_2",421455,423869,"UMAG_00958","hypothetical protein","Hypothetical","7805"
"KIS71042","USMA_521_v2_2",424131,425648,"UMAG_10587","hypothetical protein","Hypothetical","7806"
"KIS71043","USMA_521_v2_2",426368,429304,"UMAG_10588","hypothetical protein","Hypothetical","7807"
"KIS71044","USMA_521_v2_2",430015,430887,"UMAG_00961","hypothetical protein","Hypothetical","7808"
"KIS71045","USMA_521_v2_2",433999,435297,"UMAG_10589","putative cystathionine gamma-lyase","Putative","7809"
"KIS71046","USMA_521_v2_2",436008,437060,"UMAG_10590","hypothetical protein","Hypothetical","7810"
"KIS71047","USMA_521_v2_2",437248,439038,"UMAG_00963","hypothetical protein","Hypothetical","7811"
"KIS71048","USMA_521_v2_2",440112,442811,"UMAG_00964","hypothetical protein","Hypothetical","7812"
"KIS71049","USMA_521_v2_2",443621,444466,"UMAG_12122","hypothetical protein","Hypothetical","7813"
"KIS71050","USMA_521_v2_2",444735,447098,"UMAG_00965","hypothetical protein","Hypothetical","7814"
"KIS71051","USMA_521_v2_2",448195,451569,"UMAG_00966","hypothetical protein","Hypothetical","7815"
"KIS71052","USMA_521_v2_2",454195,454863,"UMAG_00967","hypothetical protein","Hypothetical","7816"
"KIS71053","USMA_521_v2_2",458511,459658,"UMAG_00968","hypothetical protein","Hypothetical","7817"
"KIS71054","USMA_521_v2_2",460628,461081,"UMAG_12353","hypothetical protein","Hypothetical","7818"
"KIS71055","USMA_521_v2_2",461354,462079,"UMAG_10591","hypothetical protein","Hypothetical","7819"
"KIS71056","USMA_521_v2_2",462595,464694,"UMAG_00970","hypothetical protein","Hypothetical","7820"
"KIS71057","USMA_521_v2_2",465850,467979,"UMAG_15034","putative Hsp70 family ATPase KAR2","Putative","7821"
"KIS71058","USMA_521_v2_2",469139,470008,"UMAG_00971","hypothetical protein","Hypothetical","7822"
"KIS71059","USMA_521_v2_2",470429,472171,"UMAG_11846","hypothetical protein","Hypothetical","7823"
"KIS71060","USMA_521_v2_2",472254,473815,"UMAG_12123","hypothetical protein","Hypothetical","7824"
"KIS71061","USMA_521_v2_2",474149,475143,"UMAG_11847","hypothetical protein","Hypothetical","7825"
"KIS71062","USMA_521_v2_2",475699,476422,"UMAG_00975","hypothetical protein","Hypothetical","7826"
"KIS71063","USMA_521_v2_2",477305,477859,"UMAG_11848","putative Myosin regulatory light chain cdc4","Putative","7827"
"KIS71064","USMA_521_v2_2",478630,479958,"UMAG_11849","hypothetical protein","Hypothetical","7828"
"KIS71065","USMA_521_v2_2",481796,482779,"UMAG_00978","putative exosome complex exonuclease","Putative","7829"
"KIS71066","USMA_521_v2_2",483056,486324,"UMAG_15055","hypothetical protein","Hypothetical","7830"
"KIS71067","USMA_521_v2_2",488083,488768,"UMAG_12055","hypothetical protein","Hypothetical","7831"
"KIS71068","USMA_521_v2_2",489231,490127,"UMAG_00980","hypothetical protein","Hypothetical","7832"
"KIS71069","USMA_521_v2_2",491915,496315,"UMAG_00981","hypothetical protein","Hypothetical","7833"
"KIS71070","USMA_521_v2_2",498532,498911,"UMAG_10789","hypothetical protein","Hypothetical","7834"
"KIS71071","USMA_521_v2_2",500625,501068,"UMAG_00982","putative E2 ubiquitin-conjugating protein","Putative","7835"
"KIS71072","USMA_521_v2_2",502067,508648,"UMAG_00983","hypothetical protein","Hypothetical","7836"
"KIS71073","USMA_521_v2_2",509187,510380,"UMAG_00984","hypothetical protein","Hypothetical","7837"
"KIS71074","USMA_521_v2_2",510663,511961,"UMAG_00985","hypothetical protein","Hypothetical","7838"
"KIS71075","USMA_521_v2_2",512900,513678,"UMAG_00986","small G-protein Ras1","Annotated","7839"
